[16:32:42]设备[Polar H10 082A5724]EE:E4:E7:AD:42:9B连接了.....
[16:32:47]设备[C5:F7:76:AF:E2:E0断开了.....
[16:32:59]设备[ID107Plus HR]C5:F7:76:AF:E2:E0连接了.....
[16:33:23] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 57 1a 64 00 01 e6 
[16:33:23] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 65 1a 54 00 01 e7 
[16:33:23] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 5d 1a 64 00 01 e8 
[16:33:24] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 58 1a 5a 00 01 e9 
[16:33:24] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 57 1a 49 00 01 ea 
[16:33:24] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 53 1a 61 00 01 eb 
[16:33:24] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 64 1a 5b 00 01 ec 
[16:33:24] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 56 1a 48 00 01 ed 
[16:33:24] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 4d 1a 55 00 01 ee 
[16:33:24] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 4e 1a 56 00 01 ef 
[16:33:24] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 62 1a 63 00 01 f0 
[16:33:24] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 58 1a 57 00 01 f1 
[16:33:24] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 55 1a 50 00 01 f2 
[16:33:24] 00 63 60 81 79 60 80 79 60 81 79 60 81 79 1a 50 1a 5d 00 01 f3 
[16:33:24] 00 63 60 81 79 60 81 79 60 81 79 60 81 79 1a 60 1a 5a 00 01 f4 
[16:33:25] 00 66 60 81 79 60 81 79 60 81 79 60 81 79 1a 57 1a 40 00 02 f5 
[16:33:25] 00 66 60 81 79 60 81 79 60 81 79 60 81 79 1a 50 1a 4d 00 02 f6 
[16:33:25] 00 66 60 81 79 60 81 79 60 81 79 60 81 79 1a 50 1a 4e 00 02 f7 
[16:33:25] 00 66 60 81 79 60 81 79 60 81 79 60 81 79 1a 47 1a 5f 00 02 f8 
