[16:42:25]设备[Polar H10 082A5724]EE:E4:E7:AD:42:9B连接了.....
[16:42:29]设备[C5:F7:76:AF:E2:E0断开了.....
[16:42:41]设备[ID107Plus HR]C5:F7:76:AF:E2:E0连接了.....
[16:42:58] 00 41 80 80 39 80 80 3a 80 80 3b 80 80 3c 16 61 16 5d 00 02 7c 
[16:42:58] 00 41 80 80 3d 80 80 3e 80 80 3f 80 80 40 16 60 16 68 00 02 7d 
[16:42:58] 00 41 80 80 41 80 80 42 80 80 43 80 80 44 16 5e 16 71 00 02 7e 
[16:42:59] 00 41 80 80 45 80 80 46 80 80 47 80 80 48 16 70 16 6d 00 02 7f 
[16:42:59] 00 41 80 80 49 80 80 4a 80 80 4b 80 80 4c 16 6a 16 65 00 02 80 
[16:42:59] 00 a6 80 80 4e 80 80 4f 80 80 50 80 80 51 16 69 16 63 00 01 81 
[16:42:59] 00 a6 80 80 52 80 80 53 80 80 54 80 80 55 16 61 16 5e 00 01 82 
[16:42:59] 00 a6 80 80 56 80 80 57 80 80 58 80 80 59 16 6b 16 70 00 01 83 
[16:42:59] 00 a6 80 80 5a 80 80 5b 80 80 5c 80 80 5d 16 72 16 6f 00 01 84 
[16:42:59] 00 a6 80 80 5e 80 80 5f 80 80 60 80 80 61 16 6d 16 6b 00 01 85 
[16:42:59] 00 a6 80 80 62 80 80 63 80 80 64 80 80 65 16 71 16 69 00 01 86 
[16:42:59] 00 a6 80 80 66 80 80 67 80 80 68 80 80 69 16 6f 16 65 00 01 87 
[16:42:59] 00 a6 80 80 6a 80 80 6b 80 80 6c 80 80 6d 16 62 16 66 00 01 88 
[16:42:59] 00 a6 80 80 6e 80 80 6f 80 80 70 80 80 71 16 68 16 66 00 01 89 
[16:42:59] 00 a6 80 80 72 80 80 73 80 80 74 80 80 75 16 74 16 6e 00 01 8a 
[16:42:59] 00 a6 80 80 76 80 80 77 80 80 78 80 80 79 16 72 16 73 00 01 8b 
[16:43:00] 00 a6 80 80 7a 80 80 7b 80 80 7c 80 80 7d 16 5d 16 5b 00 01 8c 
[16:43:00] 00 a6 80 80 7e 80 80 7f 80 80 80 80 80 81 16 69 16 66 00 01 8d 
[16:43:00] 00 a6 80 80 82 80 80 83 80 80 84 80 80 85 16 6c 16 62 00 01 8e 
[16:43:00] 00 a6 80 80 86 80 80 87 80 80 88 80 80 89 16 72 16 74 00 01 8f 
[16:43:00] 00 8d 80 80 8c 80 80 8d 80 80 8e 80 80 8f 16 73 16 6b 00 02 90 
[16:43:00] 00 8d 80 80 90 80 80 91 80 80 92 80 80 93 16 65 16 64 00 02 91 
[16:43:00] 00 8d 80 80 94 80 80 95 80 80 96 80 80 97 16 65 16 6a 00 02 92 
[16:43:00] 00 8d 80 80 98 80 80 99 80 80 9a 80 80 9b 16 68 16 68 00 02 93 
[16:43:00] 00 8d 80 80 9c 80 80 9d 80 80 9e 80 80 9f 16 71 16 70 00 02 94 
[16:43:00] 00 8d 80 80 a0 80 80 a1 80 80 a2 80 80 a3 16 6e 16 72 00 02 95 
[16:43:00] 00 8d 80 80 a4 80 80 a5 80 80 a6 80 80 a7 16 6f 16 67 00 02 96 
[16:43:00] 00 8d 80 80 a8 80 80 a9 80 80 aa 80 80 ab 16 60 16 6b 00 02 97 
[16:43:01] 00 8d 80 80 ac 80 80 ad 80 80 ae 80 80 af 16 64 16 63 00 02 98 
[16:43:01] 00 8d 80 80 b0 80 80 b1 80 80 b2 80 80 b3 16 6e 16 6b 00 02 99 
[16:43:01] 00 8d 80 80 b4 80 80 b5 80 80 b6 80 80 b7 16 6f 16 6b 00 02 9a 
[16:43:01] 00 8d 80 80 b8 80 80 b9 80 80 ba 80 80 bb 16 6f 16 6f 00 02 9b 
[16:43:01] 00 8d 80 80 bc 80 80 bd 80 80 be 80 80 bf 16 5f 16 67 00 02 9c 
[16:43:01] 00 8d 80 80 c0 80 80 c1 80 80 c2 80 80 c3 16 66 16 65 00 02 9d 
[16:43:01] 00 8d 80 80 c4 80 80 c5 80 80 c6 80 80 c7 16 62 16 71 00 02 9e 
[16:43:01] 00 8d 80 80 c9 80 80 ca 80 80 cb 80 80 cc 16 76 16 78 00 01 9f 
[16:43:01] 00 8d 80 80 cd 80 80 ce 80 80 cf 80 80 d0 16 73 16 6b 00 01 a0 
[16:43:01] 00 8d 80 80 d1 80 80 d2 80 80 d3 80 80 d4 16 66 16 6e 00 01 a1 
[16:43:01] 00 8d 80 80 d5 80 80 d6 80 80 d7 80 80 d8 16 66 16 70 00 01 a2 
[16:43:01] 00 8d 80 80 d9 80 80 da 80 80 db 80 80 dc 16 65 16 70 00 01 a3 
[16:43:01] 00 8d 80 80 dd 80 80 de 80 80 df 80 80 e0 16 68 16 64 00 01 a4 
[16:43:02] 00 8d 80 80 e1 80 80 e2 80 80 e3 80 80 e4 16 66 16 78 00 01 a5 
[16:43:02] 00 8d 80 80 e5 80 80 e6 80 80 e7 80 80 e8 16 6a 16 77 00 01 a6 
[16:43:02] 00 8d 80 80 e9 80 80 ea 80 80 eb 80 80 ec 16 6c 16 6c 00 01 a7 
[16:43:02] 00 8d 80 80 ed 80 80 ee 80 80 ef 80 80 f0 16 64 16 67 00 01 a8 
[16:43:02] 00 8d 80 80 f1 80 80 f2 80 80 f3 80 80 f4 16 6c 16 6e 00 01 a9 
[16:43:02] 00 8d 80 80 f5 80 80 f6 80 80 f7 80 80 f8 16 6c 16 69 00 01 aa 
[16:43:02] 00 8d 80 80 f9 80 80 fa 80 80 fb 80 80 fc 16 6a 16 6d 00 01 ab 
[16:43:02] 00 8d 80 80 fd 80 80 fe 80 80 ff 80 80 00 16 70 16 74 00 01 ac 
[16:43:02] 00 8d 80 80 01 80 80 02 80 80 03 80 80 04 16 72 16 70 00 01 ad 
[16:43:02] 00 8c 80 80 07 80 80 08 80 80 09 80 80 0a 16 67 16 67 00 02 ae 
[16:43:02] 00 8c 80 80 0b 80 80 0c 80 80 0d 80 80 0e 16 68 16 71 00 02 af 
[16:43:02] 00 8c 80 80 0f 80 80 10 80 80 11 80 80 12 16 73 16 6b 00 02 b0 
[16:43:03] 00 8c 80 80 13 80 80 14 80 80 15 80 80 16 16 6f 16 68 00 02 b1 
[16:43:03] 00 8c 80 80 17 80 80 18 80 80 19 80 80 1a 16 6e 16 64 00 02 b2 
[16:43:03] 00 8c 80 80 1b 80 80 1c 80 80 1d 80 80 1e 16 79 16 6f 00 02 b3 
[16:43:03] 00 8c 80 80 1f 80 80 20 80 80 21 80 80 22 16 74 16 75 00 02 b4 
[16:43:03] 00 8c 80 80 23 80 80 24 80 80 25 80 80 26 16 69 16 6b 00 02 b5 
[16:43:03] 00 8c 80 80 27 80 80 28 80 80 29 80 80 2a 16 69 16 6f 00 02 b6 
[16:43:03] 00 8c 80 80 2b 80 80 2c 80 80 2d 80 80 2e 16 6c 16 6c 00 02 b7 
[16:43:03] 00 8c 80 80 2f 80 80 30 80 80 31 80 80 32 16 6c 16 70 00 02 b8 
[16:43:03] 00 8c 80 80 33 80 80 34 80 80 35 80 80 36 16 68 16 6c 00 02 b9 
[16:43:03] 00 8c 80 80 37 80 80 38 80 80 39 80 80 3a 16 6e 16 73 00 02 ba 
[16:43:03] 00 8c 80 80 3b 80 80 3c 80 80 3d 80 80 3e 16 75 16 75 00 02 bb 
[16:43:03] 00 8c 80 80 3f 80 80 40 80 80 41 80 80 42 16 78 16 73 00 02 bc 
[16:43:04] 00 8c 80 80 44 80 80 45 80 80 46 80 80 47 16 6e 16 6b 00 01 bd 
[16:43:04] 00 8c 80 80 48 80 80 49 80 80 4a 80 80 4b 16 6e 16 6e 00 01 be 
[16:43:04] 00 8c 80 80 4c 80 80 4d 80 80 4e 80 80 4f 16 69 16 67 00 01 bf 
[16:43:04] 00 8c 80 80 50 80 80 51 80 80 52 80 80 53 16 7a 16 76 00 01 c0 
[16:43:04] 00 8c 80 80 54 80 80 55 80 80 56 80 80 57 16 77 16 7d 00 01 c1 
[16:43:04] 00 8c 80 80 58 80 80 59 80 80 5a 80 80 5b 16 6c 16 74 00 01 c2 
[16:43:04] 00 8c 80 80 5c 80 80 5d 80 80 5e 80 80 5f 16 6e 16 6c 00 01 c3 
[16:43:04] 00 8c 80 80 60 80 80 61 80 80 62 80 80 63 16 70 16 6d 00 01 c4 
[16:43:04] 00 8c 80 80 64 80 80 65 80 80 66 80 80 67 16 6f 16 69 00 01 c5 
[16:43:04] 00 8c 80 80 68 80 80 69 80 80 6a 80 80 6b 16 70 16 6d 00 01 c6 
[16:43:04] 00 8c 80 80 6c 80 80 6d 80 80 6e 80 80 6f 16 6c 16 75 00 01 c7 
[16:43:04] 00 8c 80 80 70 80 80 71 80 80 72 80 80 73 16 74 16 75 00 01 c8 
[16:43:04] 00 8c 80 80 74 80 80 75 80 80 76 80 80 77 16 7f 16 7a 00 01 c9 
[16:43:04] 00 8c 80 80 78 80 80 79 80 80 7a 80 80 7b 16 6e 16 6d 00 01 ca 
[16:43:05] 00 8c 80 80 7c 80 80 7d 80 80 7e 80 80 7f 16 62 16 70 00 01 cb 
[16:43:05] 00 8b 80 80 82 80 80 83 80 80 84 80 80 85 16 6c 16 74 00 02 cc 
[16:43:05] 00 8b 80 80 86 80 80 87 80 80 88 80 80 89 16 71 16 6e 00 02 cd 
[16:43:05] 00 8b 80 80 8a 80 80 8b 80 80 8c 80 80 8d 16 80 16 7a 00 02 ce 
[16:43:05] 00 8b 80 80 8e 80 80 8f 80 80 90 80 80 91 16 77 16 7e 00 02 cf 
